brand,model,year,mileage,fuelType,transmission,condition,location,price
Toyota,Yaris,2004,300000,Petrol,Manual,very_used,Dakahlia,200575.03
Toyota,Fortuner,2023,32886,Diesel,Automatic,used,Cairo,3253021.77
Toyota,Yaris,2015,163381,Petrol,Manual,very_used,Cairo,512455.52
MG,ZS,2003,300000,Petrol,Automatic,used,Cairo,293588.11
Toyota,Corolla,2014,175827,Petrol,Automatic,very_used,Suez,532583.16
Toyota,Camry,2018,136575,Hybrid,Automatic,very_used,Sharqia,1387270.33
MG,MG 5,2014,104003,Diesel,Manual,very_used,Alexandria,397853.64
Honda,Civic,2002,300000,Petrol,Manual,very_used,Giza,271573.92
MG,ZS,2001,300000,Petrol,Automatic,used,Cairo,250380.41
Mercedes,GLC 200,2005,300000,Petrol,Automatic,very_used,Sharqia,1300846.97
Nissan,Sunny,2022,46998,Petrol,Automatic,used,Cairo,646736.76
Honda,CR-V,2010,292425,Petrol,Automatic,used,Giza,901121.06
Kia,Sportage,2014,217182,Petrol,Automatic,very_used,Gharbia,743180.48
Kia,Rio,2017,169873,Petrol,Automatic,used,Alexandria,516349.82
Nissan,Sunny,2010,300000,Petrol,Automatic,very_used,Cairo,187700.42
Chevrolet,Captiva,2023,30865,Hybrid,Automatic,new,Ismailia,1644839.74
Honda,Accord,2017,90346,Petrol,Automatic,very_used,Monufia,1327012.38
Hyundai,Accent RB,2023,21688,Petrol,Automatic,new,Alexandria,816435.78
Hyundai,Accent RB,2016,133043,Petrol,Automatic,very_used,Monufia,339846.85
MG,RX5,2016,199382,Petrol,Automatic,used,Cairo,850150.77
MG,ZS,2014,187833,Diesel,Automatic,used,Cairo,599025.24
Kia,Rio,2015,163322,Petrol,Manual,very_used,Assiut,374697.65
Kia,Sportage,2012,254307,Petrol,Manual,very_used,Alexandria,579221.03
Hyundai,Tucson,2017,141717,Petrol,Automatic,used,Qalyubia,1040817.29
Nissan,Sunny,2014,161243,Petrol,Automatic,used,Cairo,374162.21
Honda,Civic,2019,135128,Petrol,Manual,used,Alexandria,1043603.04
Nissan,Qashqai,2009,233936,Petrol,Manual,used,Alexandria,509126.6
Honda,Civic,2015,240171,Diesel,Automatic,used,Cairo,782674.6
Nissan,X-Trail,2019,110512,Petrol,Automatic,very_used,Sharqia,1231071.21
Honda,Accord,2016,195516,Petrol,Automatic,used,Cairo,1207185.13
MG,MG 5,2018,156790,Petrol,Manual,very_used,Sharqia,474844.69
MG,RX5,2019,116151,Petrol,Manual,used,Cairo,1075276.53
Skoda,Kodiaq,2001,300000,Petrol,Automatic,very_used,Sharqia,403982.88
MG,RX5,2010,270234,Petrol,Manual,very_used,Alexandria,436402.6
Nissan,Sunny,2004,170113,Petrol,Automatic,very_used,Ismailia,171136.23
Hyundai,Elantra AD,2011,201866,Petrol,Automatic,used,Giza,417286.74
Kia,Rio,2021,96837,Petrol,Automatic,used,Cairo,724790.28
Nissan,Sunny,1999,300000,Petrol,Manual,used,Giza,128079.98
Skoda,Kamiq,2015,190540,Petrol,Automatic,very_used,Qalyubia,676693.3
Kia,Sportage,2017,159546,Petrol,Manual,very_used,Giza,920872.62
Kia,Cerato,2020,59928,Diesel,Manual,used,Cairo,867657.64
Kia,Cerato,2018,147248,Petrol,Manual,very_used,Cairo,594830.08
Audi,Q3,2012,206888,Petrol,Automatic,used,Dakahlia,1662279.22
Skoda,Octavia,2007,300000,Petrol,Automatic,used,Cairo,413058.5
Honda,CR-V,2017,91955,Hybrid,Manual,very_used,Cairo,1635892.86
Toyota,Camry,2007,300000,Petrol,Automatic,very_used,Monufia,557830.14
Hyundai,Elantra AD,2014,236120,Petrol,Automatic,very_used,Dakahlia,389950.54
Skoda,Octavia,2020,102527,Petrol,Automatic,used,Cairo,1200118.57
Mercedes,C180,2016,181183,Petrol,Automatic,used,Giza,2111293.17
Toyota,Yaris,2005,300000,Petrol,Manual,used,Suez,253375.49
MG,ZS,2015,215402,Petrol,Automatic,very_used,Cairo,495083.61
Nissan,Sunny,2012,242280,Petrol,Automatic,used,Giza,277452.51
Nissan,Qashqai,2019,68940,Petrol,Automatic,used,Cairo,1270989.94
Kia,Sportage,2015,117960,Diesel,Automatic,used,Giza,1078648.99
Toyota,Corolla,2006,264141,Petrol,Manual,very_used,Gharbia,281508.58
Hyundai,Accent RB,2016,200455,Petrol,Automatic,used,Suez,374394.11
Honda,CR-V,2016,121966,Petrol,Automatic,very_used,Giza,1465442.78
MG,RX5,2017,125502,Petrol,Automatic,used,Cairo,1036996.91
Skoda,Octavia,2020,92180,Petrol,Automatic,used,Cairo,1242171.69
Hyundai,Elantra AD,2010,282986,Petrol,Automatic,very_used,Cairo,285716.78
Toyota,Fortuner,2011,300000,Petrol,Automatic,used,Cairo,1108715.67
Nissan,Sunny,2012,189258,Petrol,Automatic,very_used,Cairo,271201.46
Nissan,Sunny,2005,300000,Petrol,Automatic,used,Suez,177680.75
Hyundai,Accent RB,2016,194354,Petrol,Manual,used,Giza,388832.11
Mercedes,E200,2009,300000,Petrol,Automatic,used,Cairo,1898395.73
Nissan,Qashqai,2018,135384,Petrol,Automatic,used,Cairo,1068737.76
Kia,Sportage,2011,265051,Petrol,Automatic,very_used,Alexandria,581676.13
Nissan,X-Trail,2008,294784,Petrol,Manual,very_used,Cairo,520179.71
Nissan,X-Trail,2009,300000,Petrol,Automatic,very_used,Cairo,551846.21
Toyota,Fortuner,2014,146816,Petrol,Automatic,used,Cairo,1759034.79
Hyundai,Elantra AD,2013,178514,Petrol,Manual,used,Alexandria,442519.06
Kia,Rio,2016,127597,Diesel,Automatic,very_used,Alexandria,426713.28
Hyundai,Elantra AD,2012,246118,Diesel,Automatic,very_used,Cairo,347694.67
Hyundai,Accent RB,2018,139020,Petrol,Automatic,very_used,Gharbia,384312.3
Chevrolet,Aveo,2021,63458,Petrol,Manual,used,Dakahlia,476960.3
Kia,Sportage,2009,293096,Petrol,Automatic,very_used,Cairo,500089.44
Nissan,X-Trail,2011,257443,Hybrid,Automatic,used,Cairo,863794.7
Mercedes,GLC 200,2020,88871,Petrol,Manual,used,Cairo,4782695.41
Hyundai,Tucson,2011,280485,Diesel,Automatic,used,Qalyubia,637996.28
Toyota,Yaris,2008,281954,Petrol,Automatic,used,Cairo,339086.04
Nissan,Qashqai,2020,62739,Petrol,Automatic,used,Suez,1234538.21
Honda,Civic,2011,229200,Petrol,Automatic,used,Qalyubia,618663.09
Nissan,X-Trail,2006,300000,Petrol,Manual,used,Dakahlia,538348.41
Hyundai,Elantra AD,2018,145258,Petrol,Manual,used,Alexandria,614697.72
Nissan,Sunny,1996,300000,Petrol,Automatic,used,Alexandria,108425.37
Mercedes,E200,2006,247215,Petrol,Automatic,very_used,Cairo,1511156.89
Hyundai,Elantra AD,2018,109200,Petrol,Automatic,used,Alexandria,723087.59
Chevrolet,Captiva,2000,300000,Diesel,Manual,used,Dakahlia,279645.51
Hyundai,Tucson,2020,87119,Hybrid,Automatic,used,Giza,1463746.46
Audi,A3,2008,300000,Petrol,Automatic,used,Sharqia,766707.3
Toyota,Camry,2004,300000,Petrol,Automatic,very_used,Alexandria,464371.38
Toyota,Fortuner,2004,300000,Diesel,Automatic,used,Cairo,777895.31
BMW,520i,2022,49297,Petrol,Automatic,used,Cairo,4421444.55
Toyota,Yaris,2004,282363,Petrol,Automatic,used,Cairo,271298.28
Toyota,Camry,2014,153373,Petrol,Automatic,used,Alexandria,1212433.38
Chevrolet,Optra,2014,208912,Petrol,Automatic,very_used,Cairo,249677.72
Hyundai,Elantra AD,2006,271356,Diesel,Automatic,used,Sharqia,270623.71
Kia,Sportage,2014,190224,Petrol,Automatic,used,Giza,908790.89
Chevrolet,Captiva,2013,278605,Petrol,Automatic,used,Cairo,574844.82
Kia,Rio,2007,234307,Petrol,Automatic,very_used,Cairo,223322.2
Honda,Accord,2020,98283,Hybrid,Automatic,used,Alexandria,1844581.16
Chevrolet,Aveo,2010,205933,Diesel,Manual,used,Alexandria,206766.8
Skoda,Octavia,2017,135717,Petrol,Automatic,used,Alexandria,935453.06
Toyota,Camry,2003,248291,Petrol,Automatic,used,Cairo,600511.75
BMW,X3,2018,65278,Hybrid,Manual,very_used,Giza,3394894.74
Toyota,Yaris,2010,300000,Petrol,Manual,very_used,Suez,287710.86
Mercedes,C180,2007,204045,Petrol,Automatic,used,Dakahlia,1207592.69
Kia,Sportage,2018,156402,Petrol,Automatic,very_used,Alexandria,1043205.44
Skoda,Octavia,2019,114003,Petrol,Automatic,used,Giza,1095059.42
BMW,520i,2011,171189,Petrol,Automatic,used,Dakahlia,2003867.21
Toyota,Yaris,2012,150562,Petrol,Automatic,very_used,Cairo,460663.0
Nissan,Qashqai,2017,172167,Petrol,Automatic,very_used,Monufia,778730.24
MG,RX5,2015,168381,Petrol,Automatic,very_used,Monufia,688142.46
Honda,Accord,2022,39534,Petrol,Automatic,new,Giza,2336202.04
Hyundai,Accent RB,2016,136329,Petrol,Automatic,very_used,Alexandria,373858.33
Hyundai,Tucson,2019,114965,Petrol,Automatic,used,Giza,1310679.63
Audi,A4,2006,300000,Petrol,Manual,used,Ismailia,913679.8
Kia,Cerato,2004,299347,Petrol,Automatic,very_used,Giza,206974.3
Kia,Rio,2018,126904,Petrol,Manual,used,Alexandria,546158.94
MG,ZS,2013,144761,Petrol,Automatic,used,Cairo,629758.83
Kia,Sportage,2008,300000,Petrol,Manual,used,Assiut,508383.16
Chevrolet,Optra,2014,234496,Petrol,Automatic,very_used,Giza,242246.31
Chevrolet,Optra,2001,300000,Petrol,Manual,used,Sharqia,119021.21
MG,MG 5,2019,107356,Petrol,Automatic,used,Cairo,639978.99
Hyundai,Elantra AD,2010,300000,Petrol,Automatic,used,Gharbia,327821.08
Kia,Sportage,2018,104377,Petrol,Automatic,used,Alexandria,1260512.36
BMW,520i,2013,218205,Hybrid,Automatic,used,Cairo,2228113.58
Hyundai,Elantra AD,2020,79635,Petrol,Automatic,very_used,Giza,674302.42
Mercedes,GLC 200,2011,217535,Petrol,Automatic,used,Alexandria,2673761.53
Hyundai,Tucson,2012,228223,Diesel,Automatic,very_used,Cairo,662680.29
Honda,CR-V,2008,290296,Petrol,Manual,very_used,Gharbia,629456.92
Skoda,Kamiq,2020,48169,Petrol,Automatic,used,Cairo,1396587.4
Hyundai,Elantra AD,2008,222960,Petrol,Automatic,used,Cairo,364064.33
Kia,Rio,2021,41171,Hybrid,Automatic,used,Gharbia,815387.65
Hyundai,Elantra AD,2008,285839,Petrol,Automatic,very_used,Giza,243381.72
Mercedes,E200,2018,113092,Petrol,Automatic,used,Alexandria,4264266.69
BMW,320i,2019,75379,Petrol,Automatic,new,Alexandria,2622558.14
Toyota,Fortuner,2003,300000,Petrol,Manual,very_used,Cairo,557654.35
Chevrolet,Aveo,2023,35071,Petrol,Automatic,new,Alexandria,590439.03
Chevrolet,Aveo,2021,57457,Petrol,Automatic,used,Giza,474882.65
Honda,Civic,2020,72394,Petrol,Automatic,used,Cairo,1229274.52
Honda,Accord,2010,292774,Petrol,Automatic,very_used,Giza,630160.91
Kia,Cerato,2004,241282,Diesel,Manual,very_used,Cairo,250858.36
Honda,CR-V,2012,202865,Petrol,Automatic,very_used,Qalyubia,997619.89
Toyota,Yaris,2007,222104,Diesel,Automatic,very_used,Alexandria,301829.26
Nissan,Qashqai,2018,83828,Petrol,Automatic,used,Giza,1108875.76
Kia,Cerato,2018,77100,Petrol,Automatic,very_used,Alexandria,635818.81
Skoda,Kamiq,2018,75012,Petrol,Automatic,very_used,Giza,1067762.96
Toyota,Camry,2010,182343,Petrol,Automatic,very_used,Gharbia,802861.05
Audi,A3,2012,212211,Petrol,Automatic,used,Monufia,1156980.02
Nissan,X-Trail,2004,300000,Diesel,Automatic,used,Cairo,512461.05
Honda,CR-V,2023,18503,Petrol,Automatic,new,Giza,3027819.17
Chevrolet,Optra,2013,208800,Petrol,Automatic,used,Alexandria,276980.99
Toyota,Fortuner,2015,228929,Diesel,Automatic,very_used,Giza,1309704.59
Hyundai,Elantra AD,2019,112880,Petrol,Automatic,very_used,Cairo,599256.76
Honda,Civic,2024,336,Petrol,Automatic,new,Cairo,1934633.44
Kia,Rio,2017,121879,Diesel,Automatic,very_used,Alexandria,461929.88
Chevrolet,Captiva,2000,300000,Petrol,Automatic,used,Monufia,272420.01
MG,MG 5,1996,300000,Petrol,Manual,used,Cairo,144618.6
Hyundai,Elantra AD,2023,21629,Petrol,Automatic,new,Giza,1099328.86
Chevrolet,Optra,1996,300000,Petrol,Manual,very_used,Dakahlia,75855.84
Audi,A4,2009,264572,Petrol,Automatic,very_used,Alexandria,990892.96
Nissan,Qashqai,1998,300000,Petrol,Manual,very_used,Monufia,221007.2
Toyota,Yaris,2017,141635,Petrol,Automatic,used,Giza,686329.14
Hyundai,Elantra AD,2016,204673,Petrol,Automatic,used,Gharbia,538306.58
Chevrolet,Aveo,2016,146495,Petrol,Manual,used,Suez,317086.75
Audi,A3,2022,29591,Diesel,Automatic,used,Alexandria,2817984.0
Skoda,Kodiaq,2016,166208,Petrol,Manual,used,Sharqia,1294200.8
Chevrolet,Aveo,2017,115592,Petrol,Manual,used,Dakahlia,359143.61
Toyota,Corolla,2011,271290,Petrol,Automatic,used,Giza,454072.38
Nissan,X-Trail,2005,300000,Petrol,Manual,very_used,Gharbia,410521.2
MG,MG 5,2008,300000,Petrol,Manual,used,Cairo,254241.54
BMW,X3,2022,38584,Petrol,Automatic,used,Giza,5047289.93
MG,ZS,2014,228289,Petrol,Automatic,very_used,Cairo,463351.27
Audi,A4,2017,142081,Petrol,Automatic,used,Cairo,2320709.11
BMW,X3,2020,69831,Petrol,Automatic,used,Ismailia,4194379.92
MG,MG 5,2013,182734,Petrol,Automatic,very_used,Cairo,358616.48
Toyota,Corolla,1997,300000,Petrol,Automatic,very_used,Ismailia,163477.83
Mercedes,GLC 200,2013,191389,Diesel,Automatic,very_used,Dakahlia,2569084.78
Toyota,Fortuner,2010,261750,Petrol,Automatic,very_used,Alexandria,904860.25
Chevrolet,Captiva,2014,176052,Petrol,Manual,used,Giza,733355.51
Chevrolet,Captiva,2006,300000,Petrol,Automatic,used,Gharbia,353638.97
Chevrolet,Captiva,2018,142323,Petrol,Automatic,used,Cairo,912901.3
Honda,CR-V,2020,88849,Petrol,Automatic,new,Cairo,2290927.56
Toyota,Corolla,2019,136242,Petrol,Automatic,used,Giza,853832.06
Kia,Cerato,2014,174067,Petrol,Automatic,used,Dakahlia,551211.13
Audi,Q3,2006,225606,Petrol,Automatic,used,Giza,1210545.18
Skoda,Kamiq,2019,98267,Petrol,Automatic,used,Giza,1201978.98
Kia,Cerato,2019,120524,Diesel,Automatic,very_used,Giza,655591.83
Hyundai,Tucson,2006,300000,Petrol,Automatic,used,Gharbia,448674.0
Hyundai,Elantra AD,2018,147081,Diesel,Manual,very_used,Giza,563503.1
Toyota,Corolla,2020,65310,Petrol,Automatic,used,Alexandria,971481.43
Nissan,X-Trail,2010,279604,Petrol,Automatic,very_used,Giza,606961.32
Kia,Sportage,2012,235819,Petrol,Automatic,very_used,Cairo,647597.15
Hyundai,Tucson,2015,216662,Hybrid,Automatic,used,Cairo,924029.07
Mercedes,C180,2010,300000,Petrol,Automatic,very_used,Alexandria,1046950.7
Kia,Sportage,2019,75703,Diesel,Automatic,used,Monufia,1506492.74
Kia,Cerato,2014,282545,Petrol,Manual,used,Alexandria,435014.68
Skoda,Kodiaq,2007,291988,Petrol,Manual,very_used,Qalyubia,554534.26
Toyota,Corolla,2011,219874,Hybrid,Automatic,very_used,Sharqia,424938.64
MG,RX5,2016,195210,Petrol,Automatic,very_used,Cairo,691185.07
Toyota,Fortuner,2010,253067,Petrol,Automatic,used,Cairo,1163019.92
Chevrolet,Captiva,2009,300000,Petrol,Automatic,used,Cairo,443549.46
Hyundai,Accent RB,2010,254036,Petrol,Automatic,very_used,Cairo,209457.97
Mercedes,E200,2013,260584,Petrol,Automatic,used,Cairo,2418099.77
Hyundai,Accent RB,2018,127808,Diesel,Automatic,used,Cairo,517006.36
Hyundai,Accent RB,2011,253363,Petrol,Automatic,used,Cairo,275299.1
Chevrolet,Captiva,2021,56717,Hybrid,Automatic,used,Cairo,1301057.63
Chevrolet,Aveo,2017,194871,Petrol,Manual,new,Qalyubia,321514.26
MG,MG 5,2012,195825,Petrol,Manual,very_used,Dakahlia,316180.81
Toyota,Camry,1995,300000,Petrol,Manual,very_used,Cairo,293408.75
Honda,Civic,2023,43903,Hybrid,Automatic,new,Alexandria,1716333.28
Kia,Sportage,2000,297982,Petrol,Manual,used,Monufia,362544.86
MG,MG 5,2022,40208,Petrol,Automatic,used,Qalyubia,786047.55
Audi,A4,2022,18537,Petrol,Automatic,used,Assiut,3380662.45
Toyota,Camry,2017,146027,Diesel,Automatic,very_used,Ismailia,1208637.39
Nissan,Sunny,2012,290252,Petrol,Automatic,very_used,Alexandria,218713.97
Kia,Sportage,2011,254927,Petrol,Manual,used,Cairo,667208.46
Skoda,Octavia,2018,108727,Petrol,Manual,used,Alexandria,958645.98
MG,RX5,2012,188609,Diesel,Manual,very_used,Cairo,574480.96
Honda,Civic,2010,284016,Petrol,Manual,very_used,Giza,432223.51
Chevrolet,Aveo,2014,206722,Diesel,Automatic,used,Cairo,269776.0
MG,MG 5,2012,236827,Petrol,Automatic,used,Ismailia,362827.4
MG,RX5,2005,300000,Petrol,Automatic,used,Alexandria,387536.13
Hyundai,Accent RB,2000,300000,Petrol,Automatic,used,Monufia,136277.63
MG,ZS,2013,194446,Petrol,Manual,used,Giza,551075.63
MG,MG 5,2005,300000,Petrol,Automatic,very_used,Cairo,187324.41
Honda,Accord,2012,201364,Petrol,Manual,very_used,Alexandria,782494.76
Hyundai,Accent RB,2010,256932,Petrol,Automatic,used,Dakahlia,240511.68
Chevrolet,Aveo,2003,289870,Petrol,Manual,very_used,Cairo,102488.75
Mercedes,GLC 200,2016,190320,Diesel,Manual,used,Giza,3319877.7
Hyundai,Accent RB,2017,116720,Petrol,Automatic,very_used,Cairo,410086.52
Hyundai,Accent RB,2024,0,Hybrid,Automatic,used,Qalyubia,801121.92
Kia,Sportage,2016,136892,Petrol,Automatic,very_used,Dakahlia,968643.89
Chevrolet,Optra,2003,300000,Diesel,Automatic,very_used,Cairo,115168.58
Kia,Cerato,2018,134705,Petrol,Automatic,very_used,Alexandria,596348.05
Nissan,X-Trail,2014,269839,Diesel,Automatic,very_used,Sharqia,737060.61
Kia,Sportage,2019,125357,Diesel,Automatic,very_used,Alexandria,1133462.62
Honda,CR-V,2013,78124,Petrol,Automatic,very_used,Dakahlia,1213018.21
Nissan,X-Trail,2014,149404,Diesel,Automatic,very_used,Aswan,938297.16
Kia,Sportage,2012,189130,Diesel,Automatic,used,Sharqia,858681.37
Nissan,Sunny,2008,227799,Petrol,Automatic,very_used,Giza,195427.49
Toyota,Yaris,2015,120180,Petrol,Automatic,used,Qalyubia,604273.99
Nissan,X-Trail,2016,191387,Petrol,Automatic,very_used,Gharbia,878842.46
Hyundai,Tucson,2003,300000,Petrol,Manual,used,Cairo,402974.71
Skoda,Kodiaq,2015,175646,Petrol,Manual,very_used,Giza,1108211.12
Toyota,Camry,2019,83070,Diesel,Automatic,very_used,Gharbia,1492925.84
Skoda,Kodiaq,2014,195521,Petrol,Automatic,very_used,Alexandria,953939.71
Nissan,Qashqai,2007,279623,Petrol,Automatic,used,Alexandria,443247.77
Toyota,Fortuner,2019,61732,Diesel,Automatic,used,Cairo,2515710.63
Chevrolet,Optra,2006,278105,Petrol,Manual,used,Giza,162332.71
BMW,520i,2013,170900,Petrol,Automatic,used,Cairo,2299802.61
Nissan,Qashqai,2022,52839,Petrol,Automatic,used,Cairo,1497922.17
Honda,CR-V,2020,49043,Hybrid,Automatic,used,Ismailia,2370138.2
Hyundai,Accent RB,2012,223439,Petrol,Manual,used,Giza,282327.91
Hyundai,Elantra AD,2009,300000,Diesel,Automatic,very_used,Alexandria,269686.31
Toyota,Camry,2004,300000,Petrol,Manual,very_used,Alexandria,455111.11
Mercedes,GLC 200,2012,199598,Petrol,Automatic,used,Alexandria,2709701.39
Kia,Cerato,2014,192828,Petrol,Manual,very_used,Cairo,447846.85
Toyota,Corolla,2015,123911,Diesel,Automatic,used,Cairo,774086.28
Nissan,Sunny,2006,281863,Diesel,Automatic,very_used,Cairo,159983.62
Nissan,Sunny,2021,41575,Petrol,Manual,used,Dakahlia,597470.9
Toyota,Fortuner,2020,51038,Hybrid,Automatic,used,Sharqia,2887413.48
Honda,Accord,2018,143188,Petrol,Automatic,used,Cairo,1542052.07
Mercedes,C180,2023,37056,Petrol,Automatic,new,Qalyubia,3859269.03
Chevrolet,Optra,2008,210335,Petrol,Automatic,used,Cairo,211230.91
Nissan,Sunny,2007,300000,Petrol,Automatic,very_used,Giza,161597.53
Chevrolet,Aveo,2006,300000,Petrol,Automatic,very_used,Dakahlia,120678.32
Kia,Sportage,2001,300000,Petrol,Automatic,very_used,Cairo,341088.92
Hyundai,Elantra AD,2018,123167,Petrol,Manual,very_used,Giza,569015.38
Toyota,Camry,2015,158093,Diesel,Automatic,used,Cairo,1361916.83
Kia,Sportage,2016,216669,Petrol,Automatic,very_used,Cairo,825285.3
Nissan,Sunny,2004,300000,Petrol,Automatic,used,Gharbia,155514.45
MG,RX5,2015,148668,Petrol,Automatic,very_used,Giza,702888.58
Hyundai,Elantra AD,2008,300000,Petrol,Manual,used,Cairo,278702.15
Toyota,Camry,2011,246248,Petrol,Automatic,used,Dakahlia,858953.98
Hyundai,Accent RB,2019,104653,Petrol,Automatic,used,Ismailia,494915.01
Toyota,Fortuner,2014,259481,Diesel,Automatic,very_used,Cairo,1201432.56
Nissan,Sunny,2009,290390,Diesel,Automatic,very_used,Giza,189826.7
Mercedes,E200,2018,136986,Petrol,Manual,very_used,Giza,3189538.64
Audi,A3,2012,135153,Petrol,Automatic,very_used,Cairo,1144707.94
MG,ZS,2006,190038,Petrol,Automatic,very_used,Cairo,329212.59
Chevrolet,Optra,2014,162011,Hybrid,Automatic,very_used,Cairo,296402.58
Mercedes,E200,2023,46659,Petrol,Automatic,new,Alexandria,6653242.78
Nissan,Sunny,2010,276733,Petrol,Automatic,very_used,Monufia,183581.37
Hyundai,Elantra AD,2005,300000,Diesel,Automatic,very_used,Cairo,227264.86
Nissan,X-Trail,2016,125968,Petrol,Manual,very_used,Sharqia,986682.13
Chevrolet,Optra,1997,300000,Petrol,Manual,very_used,Cairo,87973.93
Nissan,X-Trail,2008,300000,Petrol,Automatic,very_used,Alexandria,512374.56
Nissan,Sunny,2015,149020,Petrol,Manual,used,Cairo,360051.33
Kia,Cerato,2016,176919,Petrol,Automatic,used,Giza,630310.04
Kia,Cerato,2010,210161,Petrol,Manual,very_used,Qalyubia,332480.57
Toyota,Fortuner,2018,94672,Petrol,Automatic,very_used,Giza,1905502.49
Hyundai,Tucson,2022,53725,Petrol,Automatic,used,Monufia,1619962.61
Hyundai,Tucson,2012,212592,Petrol,Manual,used,Cairo,734913.1
Chevrolet,Aveo,2011,195564,Petrol,Automatic,used,Alexandria,232502.04
Nissan,Qashqai,2010,282427,Diesel,Automatic,very_used,Cairo,479710.79
Hyundai,Accent RB,2023,44451,Petrol,Manual,new,Giza,777921.43
MG,ZS,2008,300000,Petrol,Automatic,used,Dakahlia,362320.24
Nissan,X-Trail,2011,205876,Petrol,Manual,very_used,Cairo,709539.09
Toyota,Corolla,2013,89142,Petrol,Automatic,very_used,Giza,572806.07
MG,ZS,2019,125447,Petrol,Automatic,very_used,Ismailia,709005.55
Honda,Accord,2011,155003,Petrol,Automatic,used,Cairo,1008586.94
Skoda,Kodiaq,1999,300000,Diesel,Manual,very_used,Cairo,367189.03
Mercedes,C180,2020,43930,Petrol,Automatic,used,Cairo,3334774.72
Hyundai,Elantra AD,2009,285386,Petrol,Manual,very_used,Alexandria,248624.7
Nissan,Qashqai,2017,93649,Petrol,Automatic,very_used,Giza,895086.4
MG,RX5,2004,300000,Petrol,Automatic,very_used,Alexandria,319435.06
Chevrolet,Aveo,2003,283901,Petrol,Manual,used,Ismailia,120607.31
Skoda,Kodiaq,2020,97684,Diesel,Manual,used,Cairo,1844548.58
BMW,520i,2003,300000,Petrol,Automatic,used,Assiut,968326.15
MG,RX5,2013,196141,Petrol,Manual,very_used,Cairo,629177.11
MG,RX5,2014,184856,Diesel,Manual,very_used,Cairo,683804.72
MG,MG 5,2013,211337,Diesel,Automatic,used,Giza,403082.6
Mercedes,E200,2023,34495,Hybrid,Automatic,very_used,Giza,5342496.84
Chevrolet,Aveo,2021,43207,Petrol,Manual,used,Alexandria,483327.19
Nissan,Qashqai,2009,300000,Petrol,Manual,very_used,Alexandria,379678.69
Skoda,Octavia,2009,164319,Petrol,Automatic,used,Assiut,547868.23
Hyundai,Tucson,2006,275141,Petrol,Manual,used,Cairo,493099.28
Toyota,Corolla,2008,300000,Petrol,Manual,very_used,Cairo,296759.33
Skoda,Kamiq,2004,300000,Petrol,Automatic,used,Cairo,418845.54
MG,RX5,2012,276525,Petrol,Automatic,very_used,Suez,471924.0
Toyota,Camry,2016,187770,Diesel,Automatic,very_used,Alexandria,1073669.8
Honda,Civic,2016,122715,Petrol,Automatic,very_used,Dakahlia,782646.62
Hyundai,Elantra AD,1999,300000,Petrol,Manual,very_used,Cairo,155787.24
Hyundai,Elantra AD,2017,143715,Petrol,Manual,very_used,Cairo,530191.29
MG,ZS,1998,300000,Petrol,Automatic,used,Giza,218612.82
Nissan,Qashqai,2021,35987,Petrol,Automatic,used,Cairo,1452791.22
Toyota,Yaris,2009,300000,Hybrid,Automatic,very_used,Giza,307476.52
Nissan,Sunny,2008,300000,Petrol,Automatic,very_used,Suez,171231.53
Kia,Cerato,2006,232902,Petrol,Automatic,very_used,Cairo,288991.2
Kia,Rio,2015,177221,Petrol,Automatic,used,Cairo,440082.93
Nissan,Qashqai,2018,106535,Petrol,Automatic,very_used,Giza,950337.88
MG,MG 5,2017,150414,Petrol,Automatic,used,Alexandria,549276.86
Kia,Rio,2020,53035,Petrol,Manual,very_used,Giza,574856.2
Honda,Civic,2014,157810,Petrol,Automatic,very_used,Alexandria,663234.41
Hyundai,Tucson,1999,300000,Hybrid,Manual,very_used,Suez,292852.1
Kia,Rio,2016,162577,Petrol,Manual,used,Giza,478910.88
Skoda,Octavia,2006,222651,Petrol,Manual,very_used,Qalyubia,375365.14
Toyota,Yaris,2021,106637,Diesel,Automatic,used,Cairo,876287.6
Toyota,Fortuner,2018,164024,Petrol,Automatic,very_used,Dakahlia,1577462.52
Hyundai,Tucson,2009,300000,Petrol,Automatic,used,Cairo,543141.84
Honda,Civic,2019,118411,Petrol,Automatic,very_used,Ismailia,941939.17
Kia,Cerato,2011,208905,Petrol,Automatic,used,Alexandria,441436.07
Skoda,Kodiaq,2016,165897,Hybrid,Automatic,used,Qalyubia,1418303.87
Hyundai,Tucson,2011,275923,Petrol,Automatic,very_used,Alexandria,506054.88
Kia,Sportage,2013,215341,Petrol,Automatic,used,Cairo,864121.72
Hyundai,Tucson,2017,98828,Petrol,Automatic,used,Cairo,1154703.61
Nissan,X-Trail,2004,300000,Diesel,Manual,very_used,Qalyubia,385209.04
Toyota,Fortuner,2005,284171,Petrol,Manual,very_used,Alexandria,643600.31
MG,MG 5,2008,300000,Diesel,Automatic,used,Giza,270901.0
Nissan,Sunny,2012,216102,Hybrid,Automatic,used,Cairo,324263.76
Toyota,Fortuner,2022,53004,Petrol,Automatic,used,Cairo,3023881.92
Honda,CR-V,2020,70838,Diesel,Automatic,new,Cairo,2594115.41
Hyundai,Accent RB,2014,153373,Petrol,Manual,used,Giza,370122.6
Hyundai,Tucson,2018,104198,Petrol,Manual,used,Sharqia,1215363.28
